category,count
"Mexican, Tex Mex, Kids Friendly, Family Meals",1
"Thai, Noodles, Vegetarian Friendly",1
"Italian, Pasta, Comfort Food, Pizza, Seafood, Chicken, Sandwich, Family Friendly",1
"Chinese, Asian, Street Food, Group Friendly",1
"Healthy, Gluten Free, Gluten Free Friendly, New American, Vegan",1
"Asian Fusion, Vegetarian Friendly, Seafood",1
"Noodles, Salads, Chicken, Thai, Group Friendly",1
"Burgers, Sandwich, American, Fast Food, Wings, Group Friendly",1
"Middle Eastern, Halal, Group Friendly",1
"Mediterranean, Greek, Lebanese, Family Friendly, Group Friendly",1
"Sandwich, Salads, Desserts, Healthy, Group Friendly",1
"Sandwich, American, Exclusive to Eats, Group Friendly",1
"Hawaiian, Healthy, Vegan Friendly",1
"American, Breakfast and Brunch, Juice and Smoothies, Healthy, Family Meals, Group Friendly",1
"Vegetarian, Vegan, Healthy, Exclusive to Eats, Group Friendly",1
"Italian, Pizza, Pasta, Salads, Healthy, Family Friendly, Exclusive to Eats",1
"Pizza, Italian, Gluten Free Friendly, Pasta, Salads, Vegetarian Friendly, Healthy, Family Friendly",1
"Japanese, Crepe, Desserts, Allergy Friendly",1
"Mexican, Tex Mex, Spanish, Allergy Friendly",1
"Breakfast and Brunch, American, Black-owned",1
"Italian, Pasta, Comfort Food, Salads, Healthy, Allergy Friendly",1
"Japanese, Seafood, Sushi, Family Friendly, Allergy Friendly",1
"Indian, Pakistani, Desserts, Allergy Friendly, Family Friendly",1
"Sandwich, Salads, Seafood, Allergy Friendly",1
"American, Breakfast and Brunch, Comfort Food, Alcohol",1
"Desserts, Comfort Food, Ice Cream + Frozen Yogurt, Alcohol",1
"Seafood, Salads, Sandwich, Alcohol",1
"Spanish, Latin American, Comfort Food, Alcohol",1
"Breakfast and Brunch, Latin American, Healthy, Alcohol",1
"American, Pasta, Italian, Comfort Food, Alcohol",1
"Mediterranean, Greek, Vegetarian, Healthy, Alcohol",1
"American, Wings, Southern, Alcohol",1
"Mediterranean, Salads, Kids Friendly, Chicken",1
"Comfort Food, Soul Food, American, Alcohol",1
"New American, Salads, Seafood, Healthy, Alcohol",1
"Breakfast and Brunch, American, New American, Alcohol",1
"Vegetarian Friendly, Tex Mex, Breakfast and Brunch, Alcohol, Wings",1
"American, Comfort Food, Burgers, Sandwich, Breakfast and Brunch, Family Meals, Salads, Alcohol",1
"Fried Chicken, Wings, Burgers",1
"Drinks, Alcohol, Liquor Stores, Wine",1
"Italian, Seafood, Salads, Healthy, Alcohol",1
"Korean, Asian, Asian Fusion, Chicken, Burgers, Rice-bowls, Alcohol",1
"Vietnamese, Asian, Alcohol",1
"Mexican, Tex Mex, New Mexican, Desserts, Family Friendly, Alcohol",1
"Mexican, Tex Mex, Spanish, Alcohol, Exclusive to Eats, Group Friendly",1
"Gourmet, Tacos, Gluten Free Friendly, Vegetarian Friendly, New American, New Mexican, Group Friendly, Alcohol",1
"Alcohol, Affordable Meals, Seafood, Snacks, Asian Fusion, Liquor Stores, Exclusive to Eats",1
"American, New American, Breakfast and Brunch, Family Meals, Group Friendly, Alcohol",1
"Salads, Sandwich, Soup, Group Friendly, Alcohol",1
"Sandwich, Steak, American, Alcohol",1
"African: Ethiopian, Mediterranean, Comfort Food, Black-owned",1
"Ethiopian, African, Vegetarian Friendly, Family Meals, Black-owned",1
"New American, African, American",1
"African, Ethiopian, Vegetarian, Allergy Friendly",1
"Burgers, American, Sandwiches, Healthy, Breakfast and Brunch, Pizza",1
"American, Fish and Chips",1
"Italian, Pasta, Comfort Food, Pizza, Family Friendly, Alcohol, Group Friendly",1
"Desserts, Coffee and Tea, chocolatier, Specialty Foods, Allergy Friendly",1
"Breakfast and Brunch, Sandwich, Salads, Healthy, Coffee and Tea, Salads, Alcohol",1
"Rolls, Desserts, Comfort Food",1
"Mediterranean, Halal, Middle Eastern, Group Friendly",1
"Chicken Strips, Fast Food, Fried Chicken, American, Southern, Family Meals",1
"Mexican, Spanish, Latin American",1
"Bubble Tea, Juice and Smoothies, Japanese",1
"Deli, Sandwiches, Soup, Salads, Seafood, Bagels, Burgers, Chicken, Desserts, Coffee and Tea, Kids Friendly",1
"Sandwiches, American, Healthy, Coffee and Tea, Alcohol",1
"Bubble Tea, Noodles, Chicken",1
"Ice Cream + Frozen Yogurt, Desserts, Cupcakes, Family Meals",1
"Sandwich, Salads, Italian, Healthy, Family Meals",1
"Coffee and Tea, American, Healthy",1
"Cajun, Chicken, Comfort Food",1
"Cajun, Southern, Traditional American, Family Meals",1
"Southern, Cajun, Black-owned",1
"Juice and Smoothies, Vegetarian Friendly, Vegan Friendly",1
"Wings, Chicken, Seafood, American, Southern, Black-owned, Cajun, Chicken, Chicken, Creole, Fried Chicken, Fried Chicken, Fried Foods, Seafood, Wings",1
"Seafood, Cajun, Wings",1
"Comfort Food, Cajun, Caribbean, Allergy Friendly",1
"Cajun, Creole, Allergy Friendly",1
"Juice and Smoothies, Desserts, American",1
"Burgers, American, Sandwiches, Healthy, Kids Friendly, Vegetarian, Juice and Smoothies, Vegetarian Friendly",1
"Juice and Smoothies, Healthy, American, Allergy Friendly",1
"Healthy, Vegetarian, Salads, Sandwiches, Coffee and Tea, Burgers, Bakery",1
"Desserts, Vegetarian, Coffee and Tea, Healthy, Group Friendly",1
"Healthy, Vegan, Juice and Smoothies",1
"Black-owned, Wings, American, Salads, Healthy",1
"Candy, Coffee and Tea, Snacks, Everyday Essentials, Convenience, Home &amp; Personal Care, Alcohol",1
"Steak, American, Seafood, Family Friendly, Alcohol",1
"Breakfast and Brunch, New American, Coffee and Tea",1
"Greek, Mediterranean, Desserts",1
"Chinese, Asian Fusion, Asian, Family Friendly",1
"Cajun, Seafood, Kids Friendly, Family Friendly, Alcohol",1
"Chinese, Asian, Seafood, Family Meals, Family Friendly, Group Friendly",1
"Middle Eastern, Mediterranean, Tex Mex, Family Friendly, Alcohol, Group Friendly",1
"Thai, Asian, Desserts, Group Friendly",1
"American, Salads, Sandwich, Burgers, Vegetarian Friendly, Pasta, Tex Mex, Healthy, Family Friendly, Wings, Group Friendly",1
"Mexican, Burritos, Tacos, Quesadillas, Cuban, Exclusive to Eats",1
"Donuts, Breakfast &amp; Brunch, American",1
"European, Cafe",1
"Brazilian, Sandwich, BBQ, Rice-bowls",1
"Mediterranean, Greek, Vegetarian, Sandwich, Burgers, Seafood, Healthy",1
"Soul Food, Chicken, Pasta",1
"Pastry, Desserts",1
"Caribbean, Soul Food, Wings, Black-owned",1
"Comfort Food, Tacos, Southern, Creole, Sandwiches, Soul Food",1
"Seafood, Comfort Food, Southern",1
"American, Sandwich, Pastry",1
"Seafood, Asian, Vietnamese",1
"Comfort Food, Heat and Eat, Fast Food",1
"American, Fast Food, Burgers, Comfort Food, Soul Food",1
"Healthy, Bagels, Coffee and Tea",1
"Desserts, Bubble Tea, Juice and Smoothies",1
"Mediterranean, Venezuelan, Spanish",1
"Wings, American, Fast Food, Breakfast and Brunch",1
"Fried Chicken, Breakfast and Brunch, Soul Food",1
"Burgers, American, Sandwiches, Salads, Breakfast and Brunch, Healthy",1
"Black-owned, Comfort Food, American, Breakfast and Brunch",1
"Deli, American, Fast Food",1
"Breakfast and Brunch, American, Healthy, Fast Food, Coffee and Tea",1
"Breakfast and Brunch, Sandwich, Pastry",1
"Rice Dishes, Soup, Sandwiches",1
"Black-owned, Chicken, Wings, Desserts, Family Meals",1
"American, Healthy, Sandwich, Burgers, Salads, Tacos, Chicken, Pasta",1
"Asian, Thai, Vietnamese, Asian Fusion, Gluten Free",1
"Brazilian, Street Food",1
"Asian, Seafood, Asian Fusion",1
"Pizza, Italian, Family Friendly, Wings",1
"Comfort Food, American, Chicken, Halal",1
"Halal, Burgers, Comfort Food, Exclusive to Eats",1
"Other, Indian, Fast Food, Rolls",1
"Japanese, Asian, Sushi, Seafood, Rolls",1
"New American, Burgers, Sandwiches",1
"Hawaiian, Japanese, Rice-bowls",1
"Seafood, Sushi, Japanese, Family Meals",1
"Thai, Noodles, Sushi, Japanese",1
"Mexican, Mediterranean, Middle Eastern, Falafel, Greek, Salads, Sandwiches",1
"Vietnamese, Noodles, Healthy, Sandwich, Sandwiches, Rice Dishes, Pho, Drinks",1
"Chinese, Dim Sum, Asian, Group Friendly",1
"Taiwanese, Asian, Taiwanese Fried Chicken",1
"Colombian, Street Food, Fast Food",1
"Mexican, Latin American, New Mexican, Steak, Chicken, Comfort Food",1
"Chicken, Halal, Fried Chicken, Sandwiches, Comfort Food, American",1
"American, Sandwiches, Burgers, Chicken, Wings",1
"Mexican, Ice Cream + Frozen Yogurt, Snacks",1
"Malaysian, Thai, Asian",1
"Seafood, Desserts, Soul Food",1
"Mediterranean, Moroccan, Pastry",1
"Comfort Food, American, Wings, Latin American, Family Meals",1
"Asian, Asian Fusion, Vegan, Vegetarian Friendly, Gluten Free, Korean, Pakistani, Vegan, Indian",1
"Juice and Smoothies, Coffee and Tea, Drinks",1
"Mexican, Chinese, American",1
"Burgers, American, Sandwiches, Black-owned",1
"Sandwich, Cheesesteak, Sandwich, American",1
"Breakfast and Brunch, Seafood, Chicken, Snacks",1
"Japanese, Sushi, Comfort Food",1
"Chinese, Vietnamese, Vegetarian Friendly, Noodles, Family Meals, Group Friendly",1
"Seafood, American, Desserts",1
"Steak, Wings, American",1
"American, Chicken, Salads, Family Meals, Healthy",1
"Latin American, Family Meals, Family Friendly",1
"Burgers, American, Sandwiches, Salads, Vegetarian Friendly, Pasta, Tex Mex, Healthy, Wings, Group Friendly",1
"American, Southern, Comfort Food, Family Meals",1
"Gourmet, Gluten Free Friendly, Vegetarian Friendly, Tacos, New American, New Mexican, Group Friendly, Alcohol",1
"American, Irish, Comfort Food",1
"Black-owned, Southern, Seafood, Wings",1
"Mexican, Salads, Sandwiches",1
"Healthy, Sandwich, Greek, Mediterranean, Chicken, Sandwich, Salads",1
"Dinner, Seafood, Japanese, Family Meals",1
"Drinks, Wine, Liquor Stores, Snacks, Grocery, Everyday Essentials, whatever",1
"Healthy, Halal, Mediterranean",1
"Hawaiian, Seafood, Japanese, Sushi",1
"Wings, BBQ, American",1
"Seafood, Sandwich, American",1
"Sushi, Japanese, Rice-bowls",1
"Hawaiian, Asian, Asian Fusion, Gluten Free, Vegan",1
"Sandwiches, Healthy, Halal",1
"Mexican, Mediterranean, Middle Eastern, Greek, Salads",1
"Mediterranean, Halal, Turkish, Vegetarian, Healthy",1
"American, Hot Dog, Vegan",1
"Steak, American, BBQ",1
"Seafood, Sandwiches, Burgers",1
"Mexican, New American, Latin American",1
"Mexican, Latin American, Sandwich",1
"American, Sandwiches, Exclusive to Eats",1
"Fish and Chips, Chicken, Kids Friendly, Comfort Food, Fast Food, Family Meals",1
"Latin American, Mexican, Chicken",1
"Black-owned, Seafood, Chicken",1
"Seafood, Wings, American",1
"Burgers, Street Food, American",1
"American, Wings, Burgers, Salads, Sandwiches, Family Friendly, Kids Friendly, Local Specialities, Chicken",1
"Black-owned, Soul Food, Chicken, Vegan",1
"Tacos, Burritos, Sandwiches",1
"Burgers, American, Sandwiches, Vegetarian Friendly, Pasta, Tex Mex, Family Friendly, Wings",1
"Mediterranean, Middle Eastern, Mexican, Falafel, Salads, Halal",1
"Italian, Pizza, Pasta, Wings",1
"Pizza, American, Comfort Food, Salads, Italian",1
"Cafe, Coffee and Tea, Desserts, Bakery",1
"Pizza, Salads, Desserts, Healthy, Exclusive to Eats",1
"Wings, Burgers, Family Meals, Family Friendly",1
"Other, American, Salads, Healthy",1
"American, Tex Mex, Cafe",1
"American, Traditional American, Seafood, Comfort Food, Southern, Family Meals",1
"American, Snack, Burgers, Sandwiches, Comfort Food",1
"Deli, Salads, Sandwich, Family Meals, Healthy",1
"Sandwich, Chicken, Salads, Healthy",1
"Desserts, Breakfast and Brunch, Sandwiches",1
"Sushi, Asian, Japanese, Seafood",1
"Asian, Vietnamese, Chinese, Exclusive to Eats",1
"Sushi, Asian, Japanese, Exclusive to Eats",1
"Mexican, Seafood, Salads, Healthy",1
"Salads, Soup, Seafood",1
"Mexican, New Mexican, Breakfast and Brunch, Family Meals",1
"Burgers, Sandwiches, Affordable Meals",1
"Colombian, Latin Fusion, South American",1
"Wings, Burgers, American, Chicken, Family Meals",1
"Wings, American, Fast Food, Burgers",1
"Cajun, Fast Food, Halal, Family Meals, Family Friendly",1
"American, BBQ, Sandwich, Family Friendly, Black-owned",1
"Southern, Chicken, Comfort Food, Allergy Friendly",1
"Seafood, Fried Chicken, Beef Noodles, Allergy Friendly",1
"Chicken, Seafood, Family Meals, Family Friendly, Black-owned",1
"Chinese, Sushi, Japanese, Family Friendly",1
"American, Chicken, Drinks, Group Friendly",1
"Thai, Noodles, Asian, Family Friendly",1
"Pizza, Salads, American, Italian, Family Friendly",1
"Salads, American, Sandwich, Allergy Friendly",1
"American, Burgers, Sandwiches, Alcohol, Wings",1
"Wings, Alcohol, Chicken, Seafood",1
"Italian, Pasta, Pizza, Salads, Vegetarian Friendly, Family Friendly, Alcohol",1
"Alcohol, Snacks, Drinks, Liquor Stores, Liquor Stores, Exclusive to Eats",1
"New Mexican, Tacos, Family Friendly, Gluten Free Friendly, Alcohol",1
"Coffee and Tea, Grocery, Hawaiian",1
"Mexican, Juice and Smoothies, New Mexican",1
"Convenience, Ice Cream, Snacks, Allergy Friendly, Everyday Essentials",1
"Fast Food, Chicken, Juice and Smoothies, Family Meals",1
"Juice and Smoothies, Alcohol, Wings, Seafood",1
"Asian Fusion, Noodles",1
"Cajun, Seafood, Southern",1
"Cajun, Burgers, Sandwich",1
"Cajun, American, Halal, Family Meals",1
"Chicken, Soul Food, Cajun, Family Meals, Family Friendly, Black-owned",1
"Chinese, Asian, Japanese, Asian Fusion, Exclusive to Eats",1
"Soul Food, Burgers, Seafood",1
"American, Sandwiches, Steak, Seafood, Salads, BBQ, Healthy, Family Friendly",1
"Asian, Chinese, Wings, Family Meals",1
"Ice Cream + Frozen Yogurt, Juice and Smoothies, Sandwich, Desserts, Wings",1
"Juice and Smoothies, Desserts, Sandwich, Ice Cream + Frozen Yogurt",1
"Seafood, American, Southern, Mexican, Spanish",1
"pizza, Sandwich, Kids Friendly, Family Meals",1
"Brazilian, Steak, Latin American",1
"Black-owned, Caribbean, Chicken",1
"Seafood, American, Southern, Black-owned",1
"Chicken, Latin American, Hot Dog",1
"Burgers, Chicken, Family Meals",1
"Coffee &amp; Tea, Desserts",1
"Mexican, Breakfast and Brunch, New American, Exclusive to Eats",1
"Chinese, Noodles, Rice-bowls, Family Meals",1
"BBQ, Soul Food, Southern",1
"Burgers, American, Soul Food",1
"Fried Chicken, Seafood, Desserts",1
"Seafood, Salads, Family Meals, Healthy",1
"Burgers, BBQ, American, Black-owned",1
"Comfort Food, Wings, Chicken",1
"Caribbean, Seafood, Latin American, Black-owned",1
"Mexican, Salads, Vegetarian, Healthy",1
"Chicken, American, Street Food",1
"Seafood, Salads, Chicken",1
"Mexican, Healthy, Chicken, Exclusive to Eats",1
"Cajun, Halal, Fast Food, Family Meals",1
"American, Southern, Seafood",1
"Sandwich, Salads, Deli, Healthy, Family Meals",1
"Sushi, Mexican, Burritos",1
"Halal, Deli, Pizza, Breakfast and Brunch, Sandwich",1
"American, Soul Food, Seafood, Black-owned",1
"Burgers, American, Traditional American, Black-owned",1
"Ice Cream + Frozen Yogurt, Desserts, Vegetarian, Vegetarian Friendly, Bakery, Healthy",1
"Halal, Burgers, Sandwich",1
"Grocery, Snacks, Middle Eastern, Everyday Essentials, Convenience, Home &amp; Personal Care",1
"PIzza, Salads",1
"American, Sandwiches, Wings, Family Meals",1
"Pizza, Pasta, Sandwich, Family Meals",1
"Chinese, Asian, Asian Fusion, Seafood, Chicken, Noodles, Comfort Food, Snacks, Exclusive to Eats",1
"Chinese, Seafood, Soup",1
"Asian Fusion, Seafood, Soup",1
"Bakery, Desserts, Diner",1
"American, Steak, Sandwiches",1
"Poke, American, Comfort Food",1
"Wings, American, Burgers, Family Meals",1
"American, Italian, Pasta, Wings",1
"Pizza, American, Italian, Salads, Pasta, Sandwich, Wings",1
"BBQ, Sandwich, Salads",1
"Ramen, Japanese, Comfort Food, Allergy Friendly",1
"Seafood, Salads, Desserts, Allergy Friendly",1
"Thai, Family Friendly, Allergy Friendly",1
"Seafood, American, Tex Mex",1
"Comfort Food, Creole, Cajun",1
"Soul Food, Desserts, Cajun",1
"Italian, Wings",1
"burger, American",1
"Burgers, American, Sandwiches, Salads, Soup, Local Specialities, Family Friendly, Kids Friendly, Desserts, Alcohol",1
"American, Sandwiches, Coffee and Tea",1
"Dessert: Other, Ice Cream + Frozen Yogurt",1
"Thai, Asian, Asian Fusion, Rice &amp; Curry, Salads, Rice-bowls, Bubble Tea, Noodles, Soul Food",1
"BBQ, Indian",1
"Italian, Pizza, American, BBQ, Wings",1
"Indian, Pastry, Sandwich",1
"Indian, Nepalese, Himalayan, Exclusive to Eats",1
"Indian, Vegetarian, Noodles",1
"Deli, Sandwich, Breakfast and Brunch",1
"Pizza, Pasta, Sandwiches",1
"Nepalese, Fast Food, North Indian, Fried Foods",1
"Traditional American, American, New American, Southern, Comfort Food, Family Meals",1
"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts, Vegan",1
"Indian, Vegetarian, Asian, Indian, Pakistani, Chicken, Halal, Vegan, Gluten Free, Fast Food, Diner",1
"Mediterranean, Sandwiches",1
"Desserts, Vegetarian, Coffee and Tea, Breakfast and Brunch",1
"Asian Fusion, Fast Food, Vegan, Vegetarian, Gluten Free",1
"Asian, Asian Fusion, Japanese, Korean, Salads, Healthy",1
"Chicken, Indian, Tibetan, Nepalese",1
"Thai, Salads, Comfort Food",1
"Sushi, Asian Fusion, Family Meals",1
"Chinese, Asian, Noodles, Salads, Healthy, Rice-bowls",1
"Asian, Korean, Salads, Rice-bowls, Japanese, Seafood, Healthy",1
"Thai, Laotian, Asian",1
"Nepalese, Himalayan, Indian, Asian Fusion",1
"Asian, Indian Curry, Desserts",1
"Indian, Vegetarian, Asian, Pakistani, Indian Curry, Halal, Vegetarian, Gluten Free",1
"Indian, Halal, Indonesian",1
"Indian, Indian Curry, Indian",1
"Indian, Pakistani, Indian Curry, Healthy, Gluten Free",1
"Indian, Vegetarian, Asian, Pakistani, Indian Curry, Vegetarian, Halal",1
"Japanese, Asian, Comfort Food, Sushi, Rolls",1
"Bubble Tea, Juice and Smoothies, Bubble Tea",1
"Indian, Seafood, Vegetarian",1
"Fast Food, Chicken, Wings",1
"Pakistani, Indian Curry, Vegetarian, Vegan, Healthy",1
"Indian, Gluten Free, Pakistani, Vegan, Diner",1
"Sandwiches, Halal, Chicken, Pakistani, Indian",1
"Seafood, Southern, Mexican",1
"Chinese, Vegetarian, Family Meals",1
"South American, Seafood, Chicken, Yucatecan, Street Food",1
"American, BBQ, Pizza, Wings, Salads",1
"American, Bagels",1
"Mexican, New Mexican, Tex Mex, Latin American, Kids Friendly, Family Friendly, Family Meals, Gluten Free, Gluten Free Friendly, Vegan Friendly, Vegetarian Friendly",1
"Steak, American, Fast Food, Family Friendly",1
"Pasta, Italian, Pizza, American, Vegetarian Friendly, Diner",1
"Burgers, American, Sandwiches, Fast Food, Vegan Friendly",1
"Burgers, Indian, Sandwiches, Allergy Friendly",1
"Indian, Vegetarian Friendly, Halal, Family Friendly",1
"American, Pizza, Sandwiches, Allergy Friendly",1
"Anglo-Indian, Nepalese, Allergy Friendly",1
"American, Mexican, Comfort Food, Alcohol",1
"Sushi, Rolls, Comfort Food",1
"American, Wings, Bar Food, Chicken, Burgers",1
"Sandwich, Salads, Healthy, Juice and Smoothies",1
"Indian, Vegetarian, Asian, Everyday Essentials, Convenience, Grocery",1
"Chicken, BBQ, Salads, Bar Food, Fast Food, Gluten Free, Vegetarian, Vegan, American, Wings",1
"Fried Chicken, Halal, American",1
"Burgers, Comfort Food, Desserts",1
"Everyday Essentials, Comfort Food, Everyday Essentials, Snacks, Snacks, Convenience, Alcohol",1
"Home &amp; Personal Care, Convenience, Pizza, American, Everyday Essentials, Snacks",1
"Juice and Smoothies, Breakfast and Brunch, Family Meals",1
"Italian, Mexican, Pizza",1
"Indian, Chinese, Noodles, Fast Food, Street Food",1
"Tacos, Mexican, Latin American, New Mexican, Mexican",1
"Pizza, Fast Food, Italian, American, Vegetarian, Diner",1
"Bakery, Comfort Food, Pretzel",1
"Traditional American, Mediterranean",1
"American, Desserts, Soup",1
"Comfort Food, Mexican, Burgers",1
"Latin American, Mexican, Vegetarian, Caribbean, Tacos",1
"Deli, Cafe",1
"Puerto Rican, Desserts",1
"Pasta, Italian, American, Fast Food, Vegetarian",1
"Mexican, Latin American, New Mexican, Seafood, Salads, Tex Mex, Healthy",1
"Salads, French, Breakfast and Brunch",1
"Mediterranean, Greek, Middle Eastern",1
"American, Burgers, Sandwich, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food",1
"Halal, Mediterranean, Desserts",1
"Traditional American, Southern",1
"Salads, Seafood, Sandwich, Soup",1
"Wings, American, Fast Food, Pizza",1
"American, Southern, Sandwich, Family Meals",1
"Seafood, Exclusive to Eats",1
"Seafood, American, Coffee and Tea",1
"BBQ, American, Comfort Food, Sandwich",1
"Seafood, American, Southern, Black-owned, Exclusive to Eats",1
"Soul Food, Southern, Black-owned",1
"Mexican, Salvadorian, Sandwich, Seafood",1
"Burgers, Wings, Hot Dog",1
"Burgers, Seafood, Salads, Healthy",1
"Black-owned, Soul Food, Traditional American, American, Desserts",1
"Wings, BBQ, Burgers",1
"Mexican, Street Food, BBQ",1
"Vegetarian, Vegan, Southern, Comfort Food, Healthy, Black-owned",1
"Burgers, Traditional American, Wings",1
"BBQ, Burgers, Salads, Healthy, Exclusive to Eats",1
"BBQ, Sandwich, Chicken",1
"Sandwich, Bowls, American",1
"Sandwich, Desserts, Local Specialities",1
"Mexican, Latin American, BBQ, Tacos, Tacos",1
"BBQ, Sandwiches, Family Meals",1
"Burgers, Soul Food, Vegetarian, Healthy, Caribbean",1
"Salads, Chicken, Tacos",1
"Cheesesteak, Wings, Burgers",1
"American, Wings, Latin American",1
"American, Burgers, BBQ",1
"American, Pizza, Bar Food, Exclusive to Eats",1
"Bar Food, Tex Mex, Spanish",1
"Comfort Food, Bar Food, American",1
"Comfort Food, Burgers, Mexican",1
"Healthy, Salads, Comfort Food",1
"Salads, Comfort Food",1
"Burgers, American, Sandwich, Bar Food, Traditional American, Fast Food",1
"Pizza, Pasta, Salads, Italian, Healthy, Sandwich",1
"Cajun, Seafood, Southern, Family Friendly, Alcohol",1
"Japanese, Asian, Noodles, Group Friendly",1
"Other, American, Desserts",1
"Diner, Breakfast and Brunch, American, Family Meals",1
"Juice and Smoothies, Bowls, Gluten Free",1
"Bakery, Mexican, New Mexican",1
"Desserts, Bakery, Empanada",1
"pizza, Pizza, Italian",1
"Mexican, Tacos, Burritos, Sandwich, Breakfast and Brunch, Burritos, Burgers, Chicken",1
"Japanese, Ramen, Asian, Dumpling House, Seafood",1
"Asian Fusion, Korean, Seafood, Sushi, Family Meals",1
"Chinese, Asian, American",1
"Breakfast and Brunch, American, Sandwich, Alcohol",1
"Sushi, Asian Fusion, Asian",1
"Street Food, Asian Fusion, Asian",1
"Asian Fusion, Asian, Hawaiian",1
"Asian, Chicken, Wings",1
"Vietnamese, Thai, Noodles",1
"Chicken, Chinese, Asian",1
"Breakfast &amp; Brunch, American, Chicken",1
"Asian Fusion, Noodles, Bubble Tea",1
"Italian, Vegetarian, Desserts, Pasta, Wine, Seafood",1
"Japanese, Noodles, Vegan, Gluten Free, Asian Fusion",1
"Pizza, Sandwich, Snacks",1
"Black-owned, Soul Food, Southern, Sandwiches",1
"Japanese: Sushi, Rolls, Seafood",1
"Noodles, Asian, Chinese",1
"Asian, Asian Fusion, Thai, Laotian",1
"American, Bar Food, BBQ, Chicken Strips, Comfort Food, Dinner, Traditional American, wings, Fast Food, Chicken, Family Meals, Exclusive to Eats",1
"Comfort Food, Italian, Desserts",1
"Authentic Italian, italian",1
"Soul Food, Filipino, Comfort Food",1
"Mexican, Fast Food, Seafood",1
"Burgers, Comfort Food, American",1
"Latin Fusion, Argentinian, Spanish",1
"Wings, American, Family Meals, Chicken, Burgers",1
"American, Seafood, Fried Chicken",1
"Mexican, Latin American, New Mexican, Fast Food",1
"Burgers, American, Sandwiches, Salads, Vegetarian",1
"Pizza, American, Italian, Salads, Healthy, Wings",1
"Mexican, Street Food, Latin American",1
"American, Burgers, Kids Friendly, Exclusive to Eats",1
"Seafood, Tacos, Coffee and Tea, Mexican, Soup, Kids Friendly, Desserts, Salads",1
"Asian, Dim Sum, Asian Fusion, Chinese, Vegetarian Friendly, Seafood, Chicken, Noodles, Rice Dishes",1
"American, Breakfast and Brunch, New American, Family Meals, Group Friendly",1
"Thai, Laotian, Asian, Group Friendly",1
"Chinese, Fast Food, Asian, Family Friendly",1
"Asian, Asian Fusion, Vietnamese, Group Friendly",1
"Juice and Smoothies, Snacks, Desserts, Allergy Friendly",1
"Allergy Friendly, Vegan, OrganicProducts",1
"American, Desserts, Salads, Seafood, Soul Food, Comfort Food, Allergy Friendly, Healthy, Black-owned",1
"Asian Fusion, Asian, Korean, Allergy Friendly, Japanese, Seafood, Sushi, Rice-bowls",1
"Seafood, Southern, American, Allergy Friendly",1
"Cafe, European, Spanish, Allergy Friendly",1
"Mediterranean, Middle Eastern, Allergy Friendly, Family Meals, Family Friendly",1
"Gluten Free, Healthy, Vegan Friendly, Allergy Friendly",1
"Southern, Comfort Food, American, Desserts, Allergy Friendly",1
"Asian Fusion, North Indian, Vegetarian Friendly",1
"American, Sandwiches, Salads, Breakfast and Brunch, Family Friendly, Family Meals, Burgers",1
"Vietnamese, Mexican, Noodles, Comfort Food, Vegetarian Friendly, Sandwich",1
"BBQ, American, Vegetarian Friendly, Chicken, Sandwiches, Desserts",1
"Burgers, American, Sandwiches, Kids Friendly, Family Friendly, Salads, Breakfast and Brunch, Seafood, Desserts",1
"Seafood, Kids Friendly, Wings",1
"American, Sandwich, Burgers, Comfort Food, Salads, Vegan Friendly, Wings",1
"Mediterranean, Salads, Sandwiches, Group Friendly",1
"American, Seafood, Kids Friendly, Fish and Chips",1
"Breakfast and Brunch, New American, Bar Food, Family Friendly",1
"Breakfast and Brunch, Mexican, Tex Mex, Family Meals, Family Friendly",1
"Asian, Japanese, Asian Fusion, Rolls, Sushi, Rolls, Group Friendly",1
"Asian, Thai, Vietnamese, Vegetarian Friendly, Gluten Free Friendly, Vegan Friendly, Noodles, Bubble Tea, Family Meals",1
"Vietnamese, Noodles, Healthy, Asian, Asian Fusion, South Asian, Sandwich, Family Friendly",1
"Thai, Vegetarian Friendly, Salads, Healthy, Group Friendly",1
"Italian, Salads, Pizza, Healthy, Wings, Group Friendly",1
"Pizza, Italian, Gluten Free Friendly, Family Friendly, Group Friendly",1
"Asian, Hawaiian, Vegetarian Friendly",1
"Sushi, Asian, Japanese, Group Friendly",1
"Pizza, American, Salads, Healthy, Family Friendly, Wings",1
"Pizza, Italian, Pasta, Gluten Free Friendly, Salads, Vegetarian Friendly, Healthy, Family Friendly",1
"Ice Cream &amp; Frozen Yogurt, Allergy Friendly, Desserts",1
"Mexican, Latin American, New Mexican, Allergy Friendly, Tacos",1
"American, Empanada, Allergy Friendly, Latin American, Steak, Fish &amp; Seafood, Seafood",1
"Mexican, Salads, Seafood, Breakfast and Brunch, BBQ, Allergy Friendly, Healthy",1
"Burgers, American, Vietnamese, Allergy Friendly",1
"Mexican, Tex Mex, Breakfast and Brunch, Soup, Kids Friendly, Tacos",1
"Mexican, Seafood, Chicken, Kids Friendly, Allergy Friendly",1
"Asian, Sushi, Japanese, Alcohol",1
"American, Juice and Smoothies, Drinks, Alcohol",1
